"","Isolate","Accession_number","Collection_time","Country","Nextstrain_clade","Source"
"1671","hCoV-19/Benin/NMIMR-346685/2021","EPI_ISL_7139622",2021.242,"SierraLeone","20B","GISAID"
"1672","hCoV-19/Mexico/AGS-InDRE-82/2020","EPI_ISL_658873",2021.223,"Benin","20B","GISAID"
"1673","hCoV-19/Mexico/CHP-IBT-IMSS-123/2021","EPI_ISL_1288330",2020.837,"Mexico","20B","GISAID"
"1674","hCoV-19/Mexico/JAL_LANGEBIO_IMSS_0736/2021","EPI_ISL_2402147",2021.111,"Mexico","20B","GISAID"
"1675","hCoV-19/Belize/CML-55/2021","EPI_ISL_4296363",2021.303,"Mexico","20B","GISAID"
"1676","hCoV-19/USA/AR-CDC-QDX21674424/2021","EPI_ISL_1087473",2021.185,"Belize","20B","GISAID"
"1677","hCoV-19/Mexico/MEX_INER_IMSS_00904/2021","EPI_ISL_2091353",2021.089,"USA","20B","GISAID"
"1678","hCoV-19/Mexico/CMX-INMEGEN-03-11-14/2021","EPI_ISL_1591473",2021.278,"Mexico","20B","GISAID"
"1679","hCoV-19/Mexico/NLE_INER_IMSS_1022/2021","EPI_ISL_2490440",2021.166,"Mexico","20B","GISAID"
"1680","hCoV-19/Mexico/HID-InDRE_FB13987_S2229/2021","EPI_ISL_2340956",2021.336,"Mexico","20B","GISAID"
"1681","hCoV-19/Mexico/TAB-InDRE_FB13054_S1621/2021","EPI_ISL_1821193",2021.281,"Mexico","20B","GISAID"
"1682","hCoV-19/Mexico/COA_LANGEBIO_IMSS_0274/2021","EPI_ISL_1662046",2021.242,"Mexico","20B","GISAID"
"1683","hCoV-19/Mexico/CAM-INER-IMSS-00368/2021","EPI_ISL_1279282",2021.245,"Mexico","20B","GISAID"
"1684","hCoV-19/Mexico/CHH_INCMNSZ_CS-150335/2021","EPI_ISL_13984177",2021.114,"Mexico","20B","GISAID"
"1685","hCoV-19/Mexico/SLP_IBT_IMSS_1479/2021","EPI_ISL_2681349",2021.042,"Mexico","20B","GISAID"
"1686","hCoV-19/Mexico/PUE_IBT_IMSS_1525/2021","EPI_ISL_2681177",2021.404,"Mexico","20B","GISAID"
"1687","hCoV-19/Mexico/NAY_INER_IMSS_00827/2021","EPI_ISL_2091278",2021.388,"Mexico","20B","GISAID"
"1688","hCoV-19/Mexico/PUE-INER-IMSS-00153/2021","EPI_ISL_1279431",2021.264,"Mexico","20B","GISAID"
"1689","hCoV-19/Mexico/MOR-InDRE_F10922_S762/2021","EPI_ISL_1400308",2021.136,"Mexico","20B","GISAID"
"1690","hCoV-19/Mexico/COA-InDRE_F12230_S1433/2021","EPI_ISL_1700818",2021.144,"Mexico","20B","GISAID"
"1691","hCoV-19/USA/ID-UNM-IBL738796/2021","EPI_ISL_3275102",2021.21,"Mexico","20B","GISAID"
"1692","hCoV-19/Mexico/QUE-InDRE_FB15801_S2648/2021","EPI_ISL_2495958",2021.495,"USA","20B","GISAID"
"1693","hCoV-19/Mexico/MOR_INCMNSZ_CS-146462/2021","EPI_ISL_13984124",2021.36,"Mexico","20B","GISAID"
"1694","hCoV-19/Congo/ROTC-Q001C116AO_2101TM-r1-030/2021","EPI_ISL_936330",2021.018,"Mexico","20B","GISAID"
"1695","hCoV-19/Mongolia/UB-129147/2020","EPI_ISL_9879586",2021.012,"Congo","20B","GISAID"
"1696","hCoV-19/Kazakhstan/KZY-CSP-9201_S15/2020","EPI_ISL_8907899",2020.93,"Mongolia","20B","GISAID"
"1697","hCoV-19/UnitedArabEmirates/1378/2020","EPI_ISL_859566",2020.485,"Kazakhstan","20B","GISAID"
"1698","hCoV-19/Lithuania/MR-LUHS-Eilnr192/2020","EPI_ISL_636842",2020.657,"UnitedArabEmirates","20B","GISAID"
"1699","hCoV-19/Armenia/UW-ARM2/2020","EPI_ISL_1854613",2020.572,"Lithuania","20B","GISAID"
"1700","hCoV-19/Ghana/WACCBIP-GS181/2020","EPI_ISL_1255114",2020.572,"Armenia","20B","GISAID"
"1701","hCoV-19/Serbia/Lipljan-005360911/2020","EPI_ISL_904010",2020.597,"Ghana","20B","GISAID"
"1702","hCoV-19/Mongolia/UB-8455/2020","EPI_ISL_9879615",2020.857,"Serbia","20B","GISAID"
"1703","hCoV-19/Kyrgyzstan/NRL-25169/2020","EPI_ISL_13285368",2020.321,"Mongolia","20B","GISAID"
"1704","hCoV-19/env/Qingdao/IVDC-06-10/2020","EPI_ISL_591275",2020.805,"Kyrgyzstan","20B","GISAID"
"1705","hCoV-19/Qatar/QA-QU_18-5-2-H2/2021","EPI_ISL_1713710",2020.731,"env","20B","GISAID"
"1706","hCoV-19/SouthAfrica/KRISP-K004627/2020","EPI_ISL_660643",2021.152,"Qatar","20B","GISAID"
"1707","hCoV-19/Singapore/1083nan/2020","EPI_ISL_610153",2020.835,"SouthAfrica","20B","GISAID"
"1708","hCoV-19/Venezuela/VEN-89312/2020","EPI_ISL_476702",2020.747,"Singapore","20B","GISAID"
"1709","hCoV-19/Latvia/1099/2020","EPI_ISL_1312610",2020.253,"Venezuela","20B","GISAID"
"1710","hCoV-19/Ireland/D-CFS9-231209/2020","EPI_ISL_2484148",2020.761,"Latvia","20B","GISAID"
"1711","hCoV-19/Canada/Qc-L00293213/2020","EPI_ISL_1366027",2020.444,"Ireland","20B","GISAID"
"1712","hCoV-19/SouthAfrica/NHLS-UCT-GS-2336/2020","EPI_ISL_4884453",2020.736,"Canada","20B","GISAID"
"1713","hCoV-19/Jordan/SEARCH-5466/2020","EPI_ISL_755252",2020.428,"SouthAfrica","20B","GISAID"
"1714","hCoV-19/Jordan/SEARCH-5473/2020","EPI_ISL_755254",2020.635,"Jordan","20B","GISAID"
"1715","hCoV-19/Mongolia/19983/2021","EPI_ISL_1805933",2020.641,"Jordan","20B","GISAID"
"1716","hCoV-19/Mongolia/11700/2021","EPI_ISL_1805789",2021.084,"Mongolia","20B","GISAID"
"1717","hCoV-19/Spain/CT-IBV-97009555/2020","EPI_ISL_671852",2021.018,"Mongolia","20B","GISAID"
"1718","hCoV-19/Nigeria/FC-CV533/2020","EPI_ISL_872607",2020.551,"Spain","20B","GISAID"
"1719","hCoV-19/Philippines/PH-PGC-02572/2021","EPI_ISL_2155760",2020.878,"Nigeria","20B","GISAID"
"1720","hCoV-19/Malaysia/IMR-WC124489/2020","EPI_ISL_718284",2021.04,"Philippines","20B","GISAID"
"1721","hCoV-19/Philippines/PH-PGC-01947/2020","EPI_ISL_2154825",2020.564,"Malaysia","20B","GISAID"
"1722","hCoV-19/Nigeria/OS-CV307/2020","EPI_ISL_729985",2020.895,"Philippines","20B","GISAID"
"1723","hCoV-19/NewZealand/21CH0007/2021","EPI_ISL_1082255",2020.78,"Nigeria","20B","GISAID"
"1724","hCoV-19/Norway/OUS-01665/2021","EPI_ISL_4113291",2021.133,"NewZealand","20B","GISAID"
"1725","hCoV-19/Poland/NIPH-NIH_ECDC-943/2021","EPI_ISL_1393780",2021.105,"Norway","20B","GISAID"
"1726","hCoV-19/Iceland/11028/2021","EPI_ISL_3929985",2021.155,"Poland","20B","GISAID"
"1727","hCoV-19/Gabon/V0242/2020","EPI_ISL_11522784",2021.018,"Iceland","20B","GISAID"
"1728","hCoV-19/Niger/ZR-306/2020","EPI_ISL_2281764",2020.881,"Gabon","20B","GISAID"
"1729","hCoV-19/SaudiArabia/KAIMRC-0000017/2021","EPI_ISL_14569371",2020.43,"Niger","20B","GISAID"
"1730","hCoV-19/SaudiArabia/KAIMRC-S590/2021","EPI_ISL_3799858",2021.007,"SaudiArabia","20B","GISAID"
"1731","hCoV-19/SaudiArabia/KAIMRC-S594/2021","EPI_ISL_3799774",2021.122,"SaudiArabia","20B","GISAID"
"1732","hCoV-19/SaudiArabia/KAIMRC-S578/2021","EPI_ISL_3799772",2021.084,"SaudiArabia","20B","GISAID"
"1733","hCoV-19/SaudiArabia/KAIMRC-S476/2021","EPI_ISL_3799784",2021.084,"SaudiArabia","20B","GISAID"
"1734","hCoV-19/Mauritius/P-033852/2020","EPI_ISL_2499910",2021.103,"SaudiArabia","20B","GISAID"
"1735","hCoV-19/Gabon/FF0867/2021","EPI_ISL_11522613",2020.952,"Mauritius","20B","GISAID"
"1736","hCoV-19/Gabon/EE0559/2021","EPI_ISL_11522599",2021.497,"Gabon","20B","GISAID"
"1737","hCoV-19/Mauritius/N4656/2021","EPI_ISL_1827671",2021.418,"Gabon","20B","GISAID"
"1738","hCoV-19/Mauritius/P87341/2021","EPI_ISL_2657353",2021.193,"Mauritius","20B","GISAID"
"1739","hCoV-19/Mauritius/198390/2021","EPI_ISL_2834918",2021.251,"Mauritius","20B","GISAID"
"1740","hCoV-19/Mauritius/340928/2021","EPI_ISL_6475001",2021.418,"Mauritius","20B","GISAID"
"1741","hCoV-19/Mauritius/285840/2021","EPI_ISL_13830558",2021.653,"Mauritius","20B","GISAID"
"1742","hCoV-19/Mauritius/323798/2021","EPI_ISL_6474912",2021.538,"Mauritius","20B","GISAID"
"1743","hCoV-19/Mauritius/282371/2021","EPI_ISL_6472078",2021.61,"Mauritius","20B","GISAID"
"1744","hCoV-19/AntiguaandBarbuda/52171/2021","EPI_ISL_2478964",2021.536,"Mauritius","20B","GISAID"
"1745","hCoV-19/Gabon/GG0216/2021","EPI_ISL_11522604",2021.07,"AntiguaandBarbuda","20B","GISAID"
"1746","hCoV-19/Gambia/0754J/2021","EPI_ISL_1731567",2021.527,"Gabon","20B","GISAID"
"1747","hCoV-19/Angola/CERI-KRISP-K015470/2021","EPI_ISL_2617056",2021.201,"Gambia","20B","GISAID"
"1748","hCoV-19/Benin/462760/2021","EPI_ISL_4566933",2021.366,"Angola","20B","GISAID"
"1749","hCoV-19/Togo/C5894/2021","EPI_ISL_1508821",2021.516,"Benin","20B","GISAID"
"1750","hCoV-19/Senegal/11046385/2021","EPI_ISL_8526378",2021.067,"Togo","20B","GISAID"
"1751","hCoV-19/Gabon/5236/2021","EPI_ISL_8886319",2021.508,"Senegal","20B","GISAID"
"1752","hCoV-19/USA/FL-CDC-ASC210067390/2021","EPI_ISL_4361583",2021.344,"Gabon","20B","GISAID"
"1753","hCoV-19/Liechtenstein/FL-Risch-2150507728/2021","EPI_ISL_3570031",2021.278,"USA","20B","GISAID"
"1754","hCoV-19/Ecuador/178328/2021","EPI_ISL_940777",2021.341,"Liechtenstein","20B","GISAID"
"1755","hCoV-19/Bolivia/SAN-UPCH-0995/2021","EPI_ISL_5147991",2021.01,"Ecuador","20B","GISAID"
"1756","hCoV-19/Venezuela/Car9011/2020","EPI_ISL_16895319",2021.023,"Bolivia","20B","GISAID"
"1757","hCoV-19/Uruguay/RIV-M5/2020","EPI_ISL_747615",2020.589,"Venezuela","20B","GISAID"
"1758","hCoV-19/Chile/AN-267368/2020","EPI_ISL_1167836",2020.343,"Uruguay","20B","GISAID"
"1759","hCoV-19/Paraguay/33612-R2/2020","EPI_ISL_1340750",2020.971,"Chile","20B","GISAID"
"1760","hCoV-19/Paraguay/WOR12903A643/2020","EPI_ISL_6944537",2020.867,"Paraguay","20B","GISAID"
"1761","hCoV-19/Paraguay/iics_11293/2021","EPI_ISL_2444812",2020.466,"Paraguay","20B","GISAID"
"1762","hCoV-19/Argentina/PAIS-G0217/2021","EPI_ISL_2007571",2021.21,"Paraguay","20B","GISAID"
"1763","hCoV-19/Argentina/PAIS-H0112/2020","EPI_ISL_3478877",2021.111,"Argentina","20B","GISAID"
"1764","hCoV-19/Argentina/UW21010858526/2021","EPI_ISL_10515111",2020.679,"Argentina","20B","GISAID"
"1765","hCoV-19/Argentina/PAIS-J00002/2021","EPI_ISL_3149742",2021.021,"Argentina","20B","GISAID"
"1766","hCoV-19/Uruguay/DLSP_648/2020","EPI_ISL_11799567",2021.267,"Argentina","20B","GISAID"
"1767","hCoV-19/Uruguay/DLSP_1734/2020","EPI_ISL_11799586",2020.63,"Uruguay","20B","GISAID"
"1768","hCoV-19/Uruguay/DLSP_284/2020","EPI_ISL_11799595",2020.865,"Uruguay","20B","GISAID"
"1769","hCoV-19/Brazil/AC-FIOCRUZ-34820/2020","EPI_ISL_13498224",2020.534,"Uruguay","20B","GISAID"
"1770","hCoV-19/Uruguay/DLSP_855/2020","EPI_ISL_11799568",2020.687,"Brazil","20B","GISAID"
"1771","hCoV-19/Uruguay/DLSP_1104/2020","EPI_ISL_11814875",2020.712,"Uruguay","20B","GISAID"
"1772","hCoV-19/Brazil/SP-FMRP-151/2020","EPI_ISL_16224670",2020.791,"Uruguay","20B","GISAID"
"1773","hCoV-19/Guyana/50825/2020","EPI_ISL_2230696",2020.458,"Brazil","20B","GISAID"
"1774","hCoV-19/Chile/BI-199851/2020","EPI_ISL_746516",2020.993,"Guyana","20B","GISAID"
"1775","hCoV-19/Chile/RM-110508/2020","EPI_ISL_746563",2020.766,"Chile","20B","GISAID"
"1776","hCoV-19/Argentina/PAIS-A0690/2020","EPI_ISL_4404776",2020.482,"Chile","20B","GISAID"
"1777","hCoV-19/Bolivia/26939/2020","EPI_ISL_837560",2020.43,"Argentina","20B","GISAID"
"1778","hCoV-19/Chile/AR-7926/2021","EPI_ISL_1167804",2020.504,"Bolivia","20B","GISAID"
"1779","hCoV-19/Bolivia/26954/2020","EPI_ISL_837572",2021.001,"Chile","20B","GISAID"
"1780","hCoV-19/Jordan/SR-041/2020","EPI_ISL_429999",2020.193,"Bolivia","20B","GISAID"
"1781","hCoV-19/USA/NY-MSHSPSP-PV21096/2020","EPI_ISL_802329",2020.209,"Jordan","20B","GISAID"
"1782","hCoV-19/USA/MI-UM-10036709269/2020","EPI_ISL_682095",2020.755,"USA","20B","GISAID"
"1783","hCoV-19/Mauritius/P4095/2021","EPI_ISL_13833234",2020.829,"USA","20B","GISAID"
"1784","hCoV-19/Poland/NIPH-NIH-05/2020","EPI_ISL_882960",2021.026,"Mauritius","20B","GISAID"
"1785","hCoV-19/NewZealand/20CV0496/2020","EPI_ISL_622824",2020.827,"Poland","20B","GISAID"
"1786","hCoV-19/Kyrgyzstan/NRL-28168/2020","EPI_ISL_13285371",2020.835,"NewZealand","20B","GISAID"
"1787","hCoV-19/Lithuania/ID2718/2020","EPI_ISL_933943",2020.857,"Kyrgyzstan","20B","GISAID"
"1788","hCoV-19/Netherlands/NB-EMC-321/2020","EPI_ISL_632774",2020.919,"Lithuania","20B","GISAID"
"1789","hCoV-19/Mexico/GUA-InDRE-IBT-101/2020","EPI_ISL_1301548",2020.512,"Netherlands","20B","GISAID"
"1790","hCoV-19/Madagascar/IPM-30943/2020","EPI_ISL_3716589",2020.425,"Mexico","20B","GISAID"
"1791","hCoV-19/Ecuador/UEES-ECU642/2020","EPI_ISL_1443661",2020.633,"Madagascar","20B","GISAID"
"1792","hCoV-19/Ecuador/UEES-ECU421/2020","EPI_ISL_1443643",2020.941,"Ecuador","20B","GISAID"
"1793","hCoV-19/Peru/LIM-UPCH-1894/2021","EPI_ISL_8889886",2020.682,"Ecuador","20B","GISAID"
"1794","hCoV-19/Bolivia/21738/2021","EPI_ISL_2274036",2021.032,"Peru","20B","GISAID"
"1795","hCoV-19/Peru/UCA-INS-010/2021","EPI_ISL_12934533",2021.234,"Bolivia","20B","GISAID"
"1796","hCoV-19/SouthAfrica/KRISP-K002740/2020","EPI_ISL_529738",2021.149,"Peru","20B","GISAID"
"1797","hCoV-19/Vietnam/PIHCM-8332/2020","EPI_ISL_17433648",2020.619,"SouthAfrica","20B","GISAID"
"1798","hCoV-19/Vietnam/PIHCM-8324/2020","EPI_ISL_17433649",2020.952,"Vietnam","20B","GISAID"
"1799","hCoV-19/Uzbekistan/Tashkent-CGB-02/2020","EPI_ISL_1477044",2020.799,"Vietnam","20B","GISAID"
"1800","hCoV-19/Bolivia/SAN-UPCH-1072/2020","EPI_ISL_5147816",2020.786,"Uzbekistan","20B","GISAID"
"1801","hCoV-19/Chile/AR-192891/2020","EPI_ISL_1300456",2020.455,"Bolivia","20B","GISAID"
"1802","hCoV-19/Ghana/WACCBIP-GS277/2020","EPI_ISL_1255183",2020.723,"Chile","20B","GISAID"
"1803","hCoV-19/Ghana/WACCBIP-GS385/2020","EPI_ISL_1255252",2020.939,"Ghana","20B","GISAID"
"1804","hCoV-19/Togo/BMC-50175-20/2020","EPI_ISL_1445275",2020.818,"Ghana","20B","GISAID"
"1805","hCoV-19/Ghana/WACCBIP-GS182/2020","EPI_ISL_1255115",2020.725,"Togo","20B","GISAID"
"1806","hCoV-19/Portugal/IGC_g142/2020","EPI_ISL_960799",2020.646,"Ghana","20B","GISAID"
"1807","hCoV-19/NorthMacedonia/29206/2020","EPI_ISL_954141",2020.977,"Portugal","20B","GISAID"
"1808","hCoV-19/NewZealand/20CV0653/2020","EPI_ISL_707807",2020.977,"NorthMacedonia","20B","GISAID"
"1809","hCoV-19/Indonesia/BA-NIHRD-PME5833/2020","EPI_ISL_775596",2020.922,"NewZealand","20B","GISAID"
"1810","hCoV-19/Botswana/R8B9_BHP_AAB8155/2020","EPI_ISL_1516831",2020.583,"Indonesia","20B","GISAID"
"1811","hCoV-19/SouthAfrica/KRISP-K019353/2021","EPI_ISL_2955473",2020.914,"Botswana","20B","GISAID"
"1812","hCoV-19/Zimbabwe/ZW-25255/2020","EPI_ISL_1191811",2021.437,"SouthAfrica","20B","GISAID"
"1813","hCoV-19/Russia/SPE-CSP-Spb-1742_S55/2020","EPI_ISL_8908388",2020.627,"Zimbabwe","20B","GISAID"
"1814","hCoV-19/Estonia/152468/2021","EPI_ISL_1319362",2020.665,"Russia","20B","GISAID"
"1815","hCoV-19/NorthMacedonia/32922/2021","EPI_ISL_1020138",2021.155,"Estonia","20B","GISAID"
"1816","hCoV-19/Kosovo/ChVir23116/2020","EPI_ISL_1027641",2021.078,"NorthMacedonia","20B","GISAID"
"1817","hCoV-19/Canada/NL-NML-2417/2020","EPI_ISL_1055406",2020.999,"Kosovo","20B","GISAID"
"1818","hCoV-19/Portugal/R252/2020","EPI_ISL_491282",2020.376,"Canada","20B","GISAID"
"1819","hCoV-19/Belgium/rega-0916974/2020","EPI_ISL_734964",2020.398,"Portugal","20B","GISAID"
"1820","hCoV-19/Ecuador/52872/2020","EPI_ISL_491946",2020.709,"Belgium","20B","GISAID"
"1821","hCoV-19/USA/OH-SRL_254602759/2020","EPI_ISL_1941717",2020.406,"Ecuador","20B","GISAID"
"1822","hCoV-19/Netherlands/DR-EMC-10/2020","EPI_ISL_523121",2020.687,"USA","20B","GISAID"
"1823","hCoV-19/Chile/RM-CMM-IN233883987/2020","EPI_ISL_591531",2020.515,"Netherlands","20B","GISAID"
"1824","hCoV-19/Brazil/PE-FIOCRUZ-IAM1805/2020","EPI_ISL_3046165",2020.646,"Chile","20B","GISAID"
"1825","hCoV-19/Canada/SK-NML-8815/2020","EPI_ISL_2883768",2020.592,"Brazil","20B","GISAID"
"1826","hCoV-19/UnitedArabEmirates/4283/2020","EPI_ISL_860051",2020.775,"Canada","20B","GISAID"
"1827","hCoV-19/Brunei/7/2020","EPI_ISL_962878",2020.988,"UnitedArabEmirates","20B","GISAID"
"1828","hCoV-19/Russia/PNZ-CSP-17973_S70/2020","EPI_ISL_8908442",2020.99,"Brunei","20B","GISAID"
"1829","hCoV-19/Ukraine/HCL021165909501/2021","EPI_ISL_4260384",2020.48,"Russia","20B","GISAID"
"1830","hCoV-19/Estonia/Cov1351/2020","EPI_ISL_2642893",2021.032,"Ukraine","20B","GISAID"
"1831","hCoV-19/Nigeria/OS-CV293/2020","EPI_ISL_729972",2020.78,"Estonia","20B","GISAID"
"1832","hCoV-19/Taiwan/06-109-064485/2020","EPI_ISL_12665831",2020.515,"Nigeria","20B","GISAID"
"1833","hCoV-19/Indonesia/JB-GS-WJHL-ITB-GS-304/2020","EPI_ISL_7472597",2020.922,"Taiwan","20B","GISAID"
"1834","hCoV-19/SolomonIslands/SOL007/2020","EPI_ISL_4771889",2020.895,"Indonesia","20B","GISAID"
"1835","hCoV-19/Nigeria/ISTH-E0211/2020","EPI_ISL_14205947",2020.878,"SolomonIslands","20B","GISAID"
"1836","hCoV-19/Lithuania/MR-LUHS-Eilnr189/2020","EPI_ISL_636841",2020.436,"Nigeria","20B","GISAID"
"1837","hCoV-19/Lithuania/MR-LUHS-Eilnr172/2020","EPI_ISL_636604",2020.57,"Lithuania","20B","GISAID"
"1838","hCoV-19/Zimbabwe/ZW-25731/2020","EPI_ISL_1191816",2020.553,"Lithuania","20B","GISAID"
"1839","hCoV-19/Peru/LIM-INS-746/2020","EPI_ISL_1137483",2020.627,"Zimbabwe","20B","GISAID"
"1840","hCoV-19/Botswana/R8B41_BHP_AAA22769/2020","EPI_ISL_1516857",2020.887,"Peru","20B","GISAID"
"1841","hCoV-19/Vietnam/BMH-260321-HA/2021","EPI_ISL_10895772",2020.728,"Botswana","20B","GISAID"
"1842","hCoV-19/Australia/NSW-ICPMR-44517/2023","EPI_ISL_17409021",2021.232,"Vietnam","20B","GISAID"
"1843","hCoV-19/Nepal/NPHL-S-1502/2022","EPI_ISL_12728811",2023.248,"Australia","20B","GISAID"
"1844","hCoV-19/Morocco/IPM20416608/2022","EPI_ISL_13526768",2022.264,"Nepal","21K(Omicron)","GISAID"
"1845","hCoV-19/Rwanda/NRLNAT4277/2021","EPI_ISL_10114825",2022.248,"Morocco","21K(Omicron)","GISAID"
"1846","hCoV-19/Ghana/TRA-2309/2021","EPI_ISL_6939052",2021.938,"Rwanda","21K(Omicron)","GISAID"
"1847","hCoV-19/Mexico/GUA_IBT_IMSS_5909/2022","EPI_ISL_9570221",2021.9,"Ghana","21K(Omicron)","GISAID"
"1848","hCoV-19/USA/AL-ADPH-ADPH_1380/2021","EPI_ISL_9255258",2022.026,"Mexico","21K(Omicron)","GISAID"
"1849","hCoV-19/Congo/FCRM-180-14859/2022","EPI_ISL_11621472",2021.996,"USA","21K(Omicron)","GISAID"
"1850","hCoV-19/UnitedArabEmirates/BTC-10774/2022","EPI_ISL_16800066",2022.015,"Congo","21K(Omicron)","GISAID"
"1851","hCoV-19/Mexico/MOR_InDRE_FB7404_E17314427284_S11716/2022","EPI_ISL_10361164",2022.163,"UnitedArabEmirates","21K(Omicron)","GISAID"
"1852","hCoV-19/Curacao/CW-RIVM-80685/2021","EPI_ISL_8724030",2022.051,"Mexico","21K(Omicron)","GISAID"
"1853","hCoV-19/Bonaire/BQ-RIVM-82752/2022","EPI_ISL_9184761",2021.968,"Curacao","21K(Omicron)","GISAID"
"1854","hCoV-19/Mexico/CMX_InDRE_FB9133_E09314443652_S11883/2022","EPI_ISL_10361333",2022.012,"Bonaire","21K(Omicron)","GISAID"
"1855","hCoV-19/Canada/NB-CHUDGLD-270122-MM01309R/2022","EPI_ISL_10653430",2022.053,"Mexico","21K(Omicron)","GISAID"
"1856","hCoV-19/Guinea/LFHVG-G0508/2021","EPI_ISL_9569722",2022.073,"Canada","21K(Omicron)","GISAID"
"1857","hCoV-19/Liechtenstein/FL-Risch-2211202957/2022","EPI_ISL_8786053",2021.996,"Guinea","21K(Omicron)","GISAID"
"1858","hCoV-19/Mexico/TAM-INMEGEN-53-67/2022","EPI_ISL_9337715",2022.001,"Liechtenstein","21K(Omicron)","GISAID"
"1859","hCoV-19/USA/MI-SHMSU-E11_I_0357_42/2022","EPI_ISL_17421187",2022.045,"Mexico","21K(Omicron)","GISAID"
"1860","hCoV-19/Nigeria/ISTH-E0042/2021","EPI_ISL_12420469",2022.237,"USA","21K(Omicron)","GISAID"
"1861","hCoV-19/USA/OK-OKPHL0014869/2022","EPI_ISL_15557448",2021.988,"Nigeria","21K(Omicron)","GISAID"
"1862","hCoV-19/Mexico/CMX-INER-IBT-1440/2021","EPI_ISL_8930103",2022.24,"USA","21K(Omicron)","GISAID"
"1863","hCoV-19/Mongolia/1642/2022","EPI_ISL_12136615",2021.988,"Mexico","21K(Omicron)","GISAID"
"1864","hCoV-19/Venezuela/Voy1008/2022","EPI_ISL_17385391",2022.095,"Mongolia","21K(Omicron)","GISAID"
"1865","hCoV-19/Denmark/DCGC-292850/2021","EPI_ISL_8346410",2022.034,"Venezuela","21K(Omicron)","GISAID"
"1866","hCoV-19/Turkey/HSGM-F18356/2022","EPI_ISL_9407636",2021.968,"Denmark","21K(Omicron)","GISAID"
"1867","hCoV-19/SouthAfrica/NHLS-UCT-LA-Z755/2021","EPI_ISL_7883649",2022.037,"Turkey","21K(Omicron)","GISAID"
"1868","hCoV-19/Mexico/QUE_IBT_IMSS_1033770LCE-NC/2022","EPI_ISL_12474780",2021.903,"SouthAfrica","21K(Omicron)","GISAID"
"1869","hCoV-19/Romania/MS-4334/2022","EPI_ISL_9967316",2022.108,"Mexico","21K(Omicron)","GISAID"
"1870","hCoV-19/Mozambique/CERI-KRISP-K032746/2021","EPI_ISL_7715450",2022.056,"Romania","21K(Omicron)","GISAID"
"1871","hCoV-19/Ethiopia/ILRI_COVM02887/2021","EPI_ISL_11294998",2021.914,"Mozambique","21K(Omicron)","GISAID"
"1872","hCoV-19/Angola/CERI-KRISP-K037026/2022","EPI_ISL_11017543",2021.988,"Ethiopia","21K(Omicron)","GISAID"
"1873","hCoV-19/ElSalvador/INC-LNSP-169/2022","EPI_ISL_9915385",2022.015,"Angola","21K(Omicron)","GISAID"
"1874","hCoV-19/Denmark/DCGC-287618/2021","EPI_ISL_8200800",2022.059,"ElSalvador","21K(Omicron)","GISAID"
"1875","hCoV-19/Bulgaria/22BG-NC_014466_R24/2022","EPI_ISL_9468386",2021.958,"Denmark","21K(Omicron)","GISAID"
"1876","hCoV-19/Maldives/MAV98829/2022","EPI_ISL_9607091",2022.012,"Bulgaria","21K(Omicron)","GISAID"
"1877","hCoV-19/CaboVerde/1355/2022","EPI_ISL_11270584",2022.023,"Maldives","21K(Omicron)","GISAID"
"1878","hCoV-19/CaboVerde/1434/2022","EPI_ISL_11270569",2022.007,"CaboVerde","21K(Omicron)","GISAID"
"1879","hCoV-19/USA/AR-B016223/2022","EPI_ISL_17136126",2022.007,"CaboVerde","21K(Omicron)","GISAID"
"1880","hCoV-19/USA/CA-CDPH-3000321237/2022","EPI_ISL_11910306",2022.281,"USA","21K(Omicron)","GISAID"
"1881","hCoV-19/Aruba/AW-RIVM-77678/2021","EPI_ISL_8586725",2022.084,"USA","21K(Omicron)","GISAID"
"1882","hCoV-19/Egypt/CPHL-21951/2022","EPI_ISL_12607788",2021.96,"Aruba","21K(Omicron)","GISAID"
"1883","hCoV-19/Jordan/Biolab0653/2022","EPI_ISL_12226156",2022.122,"Egypt","21K(Omicron)","GISAID"
"1884","hCoV-19/Kiribati/KIR054/2022","EPI_ISL_14250571",2022.1,"Jordan","21K(Omicron)","GISAID"
"1885","hCoV-19/Kiribati/KIR041/2022","EPI_ISL_13167518",2022.21,"Kiribati","21K(Omicron)","GISAID"
"1886","hCoV-19/Australia/SA101615/2022","EPI_ISL_9949568",2022.064,"Kiribati","21K(Omicron)","GISAID"
"1887","hCoV-19/Mozambique/B-13/11/2021","EPI_ISL_11325775",2022.075,"Australia","21K(Omicron)","GISAID"
"1888","hCoV-19/SriLanka/aicbu3753/2022","EPI_ISL_8769495",2021.944,"Mozambique","21K(Omicron)","GISAID"
"1889","hCoV-19/Portugal/PT25562/2022","EPI_ISL_9003290",2022.015,"SriLanka","21K(Omicron)","GISAID"
"1890","hCoV-19/Moldova/Nr-5666/2022","EPI_ISL_16176816",2022.023,"Portugal","21K(Omicron)","GISAID"
"1891","hCoV-19/Australia/ACT3989/2022","EPI_ISL_11657376",2022.24,"Moldova","21K(Omicron)","GISAID"
"1892","hCoV-19/Australia/SA3643/2021","EPI_ISL_8373127",2022.163,"Australia","21K(Omicron)","GISAID"
"1893","hCoV-19/Australia/WA1277/2022","EPI_ISL_9595795",2021.979,"Australia","21K(Omicron)","GISAID"
